Title,Published At,Duration,View Count,Like Count,Dislike Count,Channel Title,Channel ID,Description,Tags,Category ID,Comment Count,Favorite Count
Dead Space pt. 2 - Sleepy Time With Meghan,2016-09-18T22:59:32Z,PT11M3S,11129,432,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,dead space,sleepy time",20,37,0
Pokemon FireRed Nuzlocke FINALE - Can't Say Goodbye to Yesterday,2016-09-15T20:58:56Z,PT35M50S,80892,2534,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"Thanks for enjoying this series guys! Nuzlocke will return!!

Thumbnail by @gameplanpng

New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,pokemon,nuzlocke,firered,nintendo",20,136,0
Dead Space - Sleepy Time With Meghan,2016-09-11T19:02:49Z,PT8M19S,24855,836,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

**PS we tried working with the facecam format and for the time being, it's just not going to work out. Once we get better equipment and have more flexible schedules, it'll be easier to accomplish.

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,ASMR,dead space,ps3",20,76,0
Pokemon FireRed Nuzlocke Run - Episode 7: Ground Zeroes,2016-09-08T19:19:45Z,PT17M49S,57990,1239,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,pokemon,metal gear,charlmagne,nuzlocke,firered",20,49,0
Sleepy Time With Meghan - Alien Isolation,2016-09-04T18:06:55Z,PT9M54S,33644,953,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,sleepy time,sleepy time with meghan,alien,alien isolation,ps4,playstation",20,47,0
Pokemon FireRed Nuzlocke Run - Episode 6: Here's to You,2016-09-01T18:45:51Z,PT20M10S,62081,1429,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Thumbnail by @Defiant_Fox

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,pokemon,firered,nuzlocke",20,128,0
Pokemon FireRed Nuzlocke Run - Episode 5: Battle Without Honor or Humanity,2016-08-26T02:14:13Z,PT26M9S,67521,1482,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"In this episode Dan and Marcus face off against the forces of darkness! Team Rocket! The undead! A rogue Pidgeotto! How will they survive?

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,pokemon,firered,nuzlocke",20,103,0
Pokemon FireRed Nuzlocke Run - Episode 4: XXXL Jumbo Episode Special,2016-08-19T04:00:03Z,PT22M5S,64702,1423,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"By popular demand! Jam packed with double the Nuzlocke sorrow! 

Follow us for new videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,pokemon,nuzlocke,firered,nintendo",20,97,0
Pokemon FireRed Nuzlocke Run - Part 3: You're All Diamonds Now,2016-08-14T16:45:03Z,PT13M20S,62848,1260,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Thumbnail art by @Tarofel

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,pokemon,nuzlocke,firered,gameboy,nintendo,gba",20,49,0
No Man's Sky - Cosmonaut Variety Hour,2016-08-11T21:53:00Z,PT5M10S,317831,10479,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,no mans sky,ps4,hello games,playstation,nms",20,246,0
Pokemon FireRed Nuzlocke Run - Part 2: Loss and Pokemon,2016-08-05T01:48:32Z,PT11M43S,68124,1615,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Music used:
Metal Gear Solid Portable Ops - Calling to the Night
Metal Gear Solid V - Quiet's Theme
Metal Gear Solid 3 - Main Theme

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,Pokemon,pokemon firered,fire red,nuzlocke",20,75,0
Pokemon FireRed Nuzlocke Run - Part 1: Livin' on a Prayer,2016-07-29T00:39:04Z,PT11M53S,107374,2659,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,pokemon,pokemon fire red,firered,leafgreen,game boy,nintendo,nuzlocke",20,130,0
Spelunky - Designated Driving,2016-07-22T00:27:33Z,PT9M22S,51285,1422,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr

Ending Song: Morrigan's Win Theme - Darkstalkers","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,Spelunky,ps4,co-op,roguelike,platformer",20,46,0
Tears for Torbjorn - Cosmonaut Variety Hour,2016-07-14T23:04:14Z,PT4M57S,233593,5599,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,torbjorn,overwatch,ps4,console overwatch,nerf,shooter,blizzard entertainment",20,218,0
Overwatch: The Average Genji Player - Cosmonaut Variety Hour,2016-07-01T18:59:59Z,PT4M23S,441265,12752,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,overwatch,genji,the average genji player,how genji players act,ps4,weeb,weeaboo,anime,naruto,fist of the north star,shooters,blizzard entertainment",20,698,0
Japanese iPhone Games - Buddy Cop Hour,2016-06-30T21:12:37Z,PT10M37S,63095,1295,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,buddy cop hour,hatsune miku,voez,love live,japanese,iphone,mobile games,weird japanese games,playthrough",20,43,0
Resident Evil 7: Beginning Hour - Sleepy Time With Meghan,2016-06-28T21:12:39Z,PT20M58S,25413,798,N/A,The Cosmonaut Variety Hour,UCqTYHSnBUXZamsVcOlQf-fg,"New videos every week!

Facebook: https://www.facebook.com/cosmonautvarietyhour
Twitter: https://twitter.com/cosmovarietyhr","gaming,cosmonaut variety hour,cosmonaut,video games,lets play,commentary,sleepy time,asmr,scary,horror,resident evil,resident evil 7,beginning hour,ps4,longplay,sleepy time with Meghan",20,69,0
